#0.1478648318298324
3420  7.97187e-15  2.86702e-15
3450  9.15686e-15  2.89164e-15
3480  9.50796e-15  3.18065e-15
3510  8.96525e-15  3.28903e-15
3540  8.81546e-15  3.30149e-15
3570  9.72221e-15  3.43796e-15
3600  1.04831e-14  3.49561e-15
3630  9.48913e-15  3.08129e-15
3660  7.16816e-15  2.35642e-15
3690  5.89616e-15  1.07008e-15
3720  5.77026e-15  1.14748e-15
3750  6.3075e-15   1.33226e-15
3780  6.62392e-15  1.39246e-15
3810  6.65702e-15  1.35351e-15
3840  7.06959e-15  1.36791e-15
3870  8.09712e-15  1.49573e-15
3900  9.19059e-15  1.66246e-15
3930  9.70184e-15  1.75583e-15
3960  9.58454e-15  1.75056e-15
3990  9.41551e-15  1.73366e-15
4020  9.65096e-15  1.77624e-15
4050  9.97465e-15  1.81728e-15
4080  9.787e-15    1.75541e-15
4110  9.12467e-15  1.60829e-15
4140  8.49594e-15  1.46901e-15
4170  7.98082e-15  1.35615e-15
4200  7.16522e-15  1.20822e-15
4230  5.95885e-15  1.02363e-15
4260  4.98083e-15  9.18919e-16
4290  4.94417e-15  9.90967e-16
4320  5.75975e-15  1.16377e-15
4350  6.50765e-15  1.25467e-15
4380  6.55765e-15  1.19255e-15
4410  6.29598e-15  1.10417e-15
4440  6.43762e-15  1.12477e-15
4470  6.93504e-15  1.21479e-15
4500  7.19935e-15  1.26509e-15
4530  7.08356e-15  1.27274e-15
4560  6.89816e-15  1.2973e-15
4590  6.71628e-15  1.31153e-15
4620  6.32483e-15  1.23772e-15
4650  5.72124e-15  1.09214e-15
4680  5.19242e-15  9.7532e-16
4710  4.95573e-15  9.40977e-16
4740  4.96389e-15  9.55905e-16
4770  4.97492e-15  9.60778e-16
4800  4.75349e-15  9.20235e-16
4830  4.32478e-15  8.44708e-16
4860  3.96744e-15  7.74079e-16
4890  3.83862e-15  7.33226e-16
4920  3.78275e-15  7.11606e-16
4950  3.64229e-15  6.92604e-16
4980  3.55734e-15  6.9178e-16
5010  3.77339e-15  7.31775e-16
5040  4.2662e-15   7.94648e-16
5070  4.72683e-15  8.43518e-16
5100  4.9149e-15   8.62007e-16
5130  4.91115e-15  8.66661e-16
5160  4.89171e-15  8.7607e-16
5190  4.78555e-15  8.80369e-16
5220  4.40767e-15  8.57201e-16
5250  3.84975e-15  8.10506e-16
5280  3.4698e-15   7.7106e-16
5310  3.47226e-15  7.59421e-16
5340  3.66361e-15  7.60385e-16
5370  3.70285e-15  7.43301e-16
5400  3.49157e-15  7.03783e-16
5430  3.25701e-15  6.70796e-16
5460  3.25932e-15  6.65283e-16
5490  3.46601e-15  6.68026e-16
5520  3.64095e-15  6.52531e-16
5550  3.6743e-15   6.26162e-16
5580  3.64804e-15  6.11196e-16
5610  3.64734e-15  6.09341e-16
5640  3.65473e-15  6.0743e-16
5670  3.62272e-15  6.00543e-16
5700  3.54822e-15  5.955e-16
5730  3.46676e-15  5.96243e-16
5760  3.40829e-15  5.99495e-16
5790  3.37812e-15  6.04782e-16
5820  3.37644e-15  6.16131e-16
5850  3.40212e-15  6.30435e-16
5880  3.43231e-15  6.36614e-16
5910  3.42797e-15  6.26748e-16
5940  3.37207e-15  6.02473e-16
5970  3.28525e-15  5.72953e-16
6000  3.182e-15    5.46699e-16
6030  3.00936e-15  5.20206e-16
6060  2.68079e-15  4.79947e-16
6090  2.23084e-15  4.25858e-16
6120  1.87899e-15  3.84468e-16
6150  1.83151e-15  3.79759e-16
6180  2.05313e-15  4.02968e-16
6210  2.32246e-15  4.28357e-16
6240  2.48159e-15  4.4125e-16
6270  2.5348e-15   4.46197e-16
6300  2.53135e-15  4.49557e-16
6330  2.47844e-15  4.47526e-16
6360  2.37879e-15  4.35881e-16
6390  2.2648e-15   4.20122e-16
6420  2.16815e-15  4.08402e-16
6450  2.09126e-15  4.02236e-16
6480  2.02189e-15  3.97075e-16
6510  1.95372e-15  3.87977e-16
6540  1.88487e-15  3.75235e-16
6570  1.81416e-15  3.62106e-16
6600  1.74661e-15  3.49398e-16
6630  1.68919e-15  3.35979e-16
6660  1.63587e-15  3.22986e-16
6690  1.5747e-15   3.12724e-16
6720  1.51323e-15  3.03591e-16
6750  1.47196e-15  2.95837e-16
6780  1.44573e-15  2.84112e-16
6810  1.40936e-15  2.74916e-16
6840  1.3568e-15   2.70035e-16
6870  1.31285e-15  2.69566e-16
6900  1.29442e-15  2.72095e-16
6930  1.28778e-15  2.73296e-16
6960  1.27311e-15  2.69152e-16
6990  1.24927e-15  2.61041e-16
7020  1.22578e-15  2.53288e-16
7050  1.20729e-15  2.47872e-16
7080  1.19422e-15  2.44861e-16
7110  1.186e-15    2.44088e-16
7140  1.10451e-15  1.02589e-16
7170  1.09744e-15  1.02446e-16
7200  1.08576e-15  9.82461e-17
7230  1.07526e-15  9.90386e-17
7260  1.05381e-15  1.06489e-16
7290  1.0167e-15   1.15269e-16
7320  9.77504e-16  1.19982e-16
7350  9.58386e-16  1.21282e-16
7380  9.54391e-16  1.21418e-16
7410  9.53849e-16  1.21377e-16
