#24.316896359434253
3720  8.05629e-16  5.91056e-16
3750  6.22128e-16  7.10537e-16
3780  5.86093e-16  1.03985e-15
3810  8.93434e-16  1.53391e-15
3840  1.4498e-15   2.06033e-15
3870  1.99122e-15  2.45491e-15
3900  2.36277e-15  2.58427e-15
3930  2.54647e-15  2.44897e-15
3960  2.50553e-15  2.21845e-15
3990  2.22432e-15  2.13385e-15
4020  1.85199e-15  2.28883e-15
4050  1.57467e-15  2.51573e-15
4080  1.49217e-15  2.59974e-15
4110  1.52403e-15  2.52659e-15
4140  1.62498e-15  2.4118e-15
4170  1.7067e-15   2.29048e-15
4200  1.71406e-15  2.08935e-15
4230  1.73779e-15  1.80845e-15
4260  1.88667e-15  1.5829e-15
4290  2.04131e-15  1.53357e-15
4320  1.92441e-15  1.62075e-15
4350  1.54263e-15  1.71158e-15
4380  1.22154e-15  1.74712e-15
4410  1.18592e-15  1.81097e-15
4440  1.36666e-15  2.01711e-15
4470  1.6149e-15   2.30266e-15
4500  2.03727e-15  2.54721e-15
4530  2.90868e-15  2.74033e-15
4560  4.17192e-15  2.88695e-15
4590  5.17541e-15  2.87501e-15
4620  5.15091e-15  2.59205e-15
4650  4.03272e-15  2.13164e-15
4680  2.62314e-15  1.7194e-15
4710  1.81665e-15  1.46186e-15
4740  1.77343e-15  1.35178e-15
4770  1.98665e-15  1.33131e-15
4800  2.05574e-15  1.30687e-15
4830  2.14761e-15  1.26769e-15
4860  2.60265e-15  1.2922e-15
4890  3.26806e-15  1.39255e-15
4920  3.55508e-15  1.45997e-15
4950  3.18568e-15  1.43664e-15
4980  2.54503e-15  1.41239e-15
5010  2.15113e-15  1.49132e-15
5040  2.06867e-15  1.64108e-15
5070  2.04471e-15  1.76394e-15
5100  1.97563e-15  1.83441e-15
5130  2.00241e-15  1.90177e-15
5160  2.2812e-15   1.99888e-15
5190  2.86441e-15  2.11742e-15
5220  3.72938e-15  2.23348e-15
5250  4.70733e-15  2.31873e-15
5280  5.44822e-15  2.37042e-15
5310  5.71086e-15  2.39319e-15
5340  5.693e-15    2.37825e-15
5370  5.85954e-15  2.32179e-15
5400  6.40277e-15  2.24253e-15
5430  7.08462e-15  2.19343e-15
5460  7.59112e-15  2.21408e-15
5490  7.8015e-15   2.26162e-15
5520  7.71853e-15  2.26072e-15
5550  7.33774e-15  2.18015e-15
5580  6.6913e-15   2.04768e-15
5610  5.91383e-15  1.91587e-15
5640  5.15902e-15  1.80591e-15
5670  4.50294e-15  1.70272e-15
5700  4.00004e-15  1.60062e-15
5730  3.78667e-15  1.54001e-15
5760  4.02612e-15  1.58062e-15
5790  4.70494e-15  1.73139e-15
5820  5.52301e-15  1.92245e-15
5850  6.06714e-15  2.0494e-15
5880  6.10898e-15  2.05158e-15
5910  5.68553e-15  1.94272e-15
5940  4.97699e-15  1.75943e-15
5970  4.23485e-15  1.52398e-15
6000  3.70128e-15  1.26777e-15
6030  3.41593e-15  1.03698e-15
6060  2.77795e-15  8.29586e-16
6090  2.87632e-15  7.85868e-16
6120  2.56077e-15  8.11234e-16
6150  2.46618e-15  9.48131e-16
6180  2.66083e-15  1.14585e-15
6210  2.97545e-15  1.35201e-15
6240  3.24685e-15  1.52994e-15
6270  3.52207e-15  1.6595e-15
6300  3.93707e-15  1.7388e-15
6330  4.50534e-15  1.7751e-15
6360  5.11318e-15  1.77799e-15
6390  5.64416e-15  1.75987e-15
6420  6.05093e-15  1.73533e-15
6450  6.34954e-15  1.71546e-15
6480  6.56645e-15  1.69846e-15
6510  6.67957e-15  1.66974e-15
6540  6.6239e-15   1.61571e-15
6570  6.35569e-15  1.53762e-15
6600  5.88618e-15  1.44677e-15
6630  5.26596e-15  1.34682e-15
6660  4.57744e-15  1.23674e-15
6690  3.93354e-15  1.12949e-15
6720  3.43565e-15  1.04769e-15
6750  3.11686e-15  1.00004e-15
6780  2.94026e-15  9.76077e-16
6810  2.85104e-15  9.61104e-16
6840  2.81234e-15  9.47807e-16
6870  2.7924e-15   9.33767e-16
6900  2.75015e-15  9.16634e-16
6930  2.65936e-15  8.95874e-16
6960  2.53443e-15  8.75624e-16
6990  2.41031e-15  8.60497e-16
7020  2.30619e-15  8.50621e-16
7050  2.23239e-15  8.44412e-16
7080  2.2176e-15   8.40187e-16
7110  2.28652e-15  8.35185e-16
7140  2.41036e-15  8.29409e-16
7170  2.52065e-15  8.22924e-16
7200  2.58012e-15  8.11572e-16
7230  2.60908e-15  7.92054e-16
7260  2.64465e-15  7.69167e-16
7290  2.70479e-15  7.50377e-16
7320  2.78288e-15  7.32069e-16
7350  2.8549e-15   7.07023e-16
7380  2.89878e-15  6.81103e-16
7410  2.76668e-15  6.45805e-16
7440  2.75821e-15  6.4262e-16
7470  2.9083e-15   6.72846e-16
7500  2.29422e-15  7.28078e-16
